L: x=0.533 y=0.543 | R: x=0.443 y=0.522 | RAW: x=0.488 y=0.532 | NORM: x=0.267 y=0.435
L: x=0.586 y=0.537 | R: x=0.514 y=0.517 | RAW: x=0.550 y=0.527 | NORM: x=0.502 y=0.415
L: x=0.553 y=0.585 | R: x=0.466 y=0.553 | RAW: x=0.509 y=0.569 | NORM: x=0.348 y=0.574
L: x=0.492 y=0.518 | R: x=0.422 y=0.495 | RAW: x=0.457 y=0.506 | NORM: x=0.151 y=0.336
L: x=0.499 y=0.604 | R: x=0.394 y=0.579 | RAW: x=0.446 y=0.591 | NORM: x=0.111 y=0.658
L: x=0.510 y=0.576 | R: x=0.418 y=0.549 | RAW: x=0.464 y=0.562 | NORM: x=0.177 y=0.547
L: x=0.493 y=0.625 | R: x=0.392 y=0.589 | RAW: x=0.442 y=0.607 | NORM: x=0.094 y=0.718
L: x=0.493 y=0.580 | R: x=0.415 y=0.553 | RAW: x=0.454 y=0.567 | NORM: x=0.139 y=0.564
L: x=0.582 y=0.580 | R: x=0.508 y=0.554 | RAW: x=0.545 y=0.567 | NORM: x=0.482 y=0.565
L: x=0.546 y=0.616 | R: x=0.450 y=0.583 | RAW: x=0.498 y=0.600 | NORM: x=0.305 y=0.688
L: x=0.483 y=0.570 | R: x=0.408 y=0.549 | RAW: x=0.445 y=0.560 | NORM: x=0.107 y=0.538
L: x=0.589 y=0.585 | R: x=0.502 y=0.562 | RAW: x=0.546 y=0.574 | NORM: x=0.485 y=0.592
L: x=0.597 y=0.582 | R: x=0.518 y=0.551 | RAW: x=0.557 y=0.566 | NORM: x=0.530 y=0.564
L: x=0.530 y=0.601 | R: x=0.440 y=0.567 | RAW: x=0.485 y=0.584 | NORM: x=0.257 y=0.630
L: x=0.508 y=0.597 | R: x=0.421 y=0.570 | RAW: x=0.464 y=0.583 | NORM: x=0.178 y=0.627
L: x=0.504 y=0.562 | R: x=0.427 y=0.534 | RAW: x=0.466 y=0.548 | NORM: x=0.183 y=0.494
L: x=0.490 y=0.544 | R: x=0.423 y=0.519 | RAW: x=0.457 y=0.531 | NORM: x=0.149 y=0.431
L: x=0.435 y=0.498 | R: x=0.387 y=0.483 | RAW: x=0.411 y=0.490 | NORM: x=0.000 y=0.277
L: x=0.549 y=0.642 | R: x=0.446 y=0.615 | RAW: x=0.497 y=0.628 | NORM: x=0.303 y=0.797
L: x=0.474 y=0.596 | R: x=0.396 y=0.567 | RAW: x=0.435 y=0.582 | NORM: x=0.068 y=0.621
L: x=0.450 y=0.537 | R: x=0.392 y=0.517 | RAW: x=0.421 y=0.527 | NORM: x=0.015 y=0.414
L: x=0.454 y=0.503 | R: x=0.401 y=0.489 | RAW: x=0.428 y=0.496 | NORM: x=0.040 y=0.297
L: x=0.475 y=0.558 | R: x=0.400 y=0.536 | RAW: x=0.437 y=0.547 | NORM: x=0.077 y=0.490
L: x=0.518 y=0.649 | R: x=0.375 y=0.627 | RAW: x=0.447 y=0.638 | NORM: x=0.112 y=0.834
L: x=0.518 y=0.628 | R: x=0.376 y=0.611 | RAW: x=0.447 y=0.619 | NORM: x=0.112 y=0.764
L: x=0.504 y=0.646 | R: x=0.376 y=0.620 | RAW: x=0.440 y=0.633 | NORM: x=0.087 y=0.813
L: x=0.514 y=0.631 | R: x=0.374 y=0.605 | RAW: x=0.444 y=0.618 | NORM: x=0.101 y=0.760
L: x=0.507 y=0.645 | R: x=0.376 y=0.616 | RAW: x=0.441 y=0.631 | NORM: x=0.092 y=0.806
L: x=0.510 y=0.647 | R: x=0.372 y=0.623 | RAW: x=0.441 y=0.635 | NORM: x=0.090 y=0.823
L: x=0.524 y=0.591 | R: x=0.394 y=0.592 | RAW: x=0.459 y=0.592 | NORM: x=0.158 y=0.658
L: x=0.557 y=0.569 | R: x=0.494 y=0.545 | RAW: x=0.526 y=0.557 | NORM: x=0.410 y=0.529
L: x=0.566 y=0.549 | R: x=0.504 y=0.522 | RAW: x=0.535 y=0.535 | NORM: x=0.445 y=0.446
L: x=0.496 y=0.557 | R: x=0.427 y=0.533 | RAW: x=0.462 y=0.545 | NORM: x=0.168 y=0.484
L: x=0.536 y=0.702 | R: x=0.427 y=0.649 | RAW: x=0.481 y=0.675 | NORM: x=0.243 y=0.975
L: x=0.500 y=0.445 | R: x=0.423 y=0.437 | RAW: x=0.461 y=0.441 | NORM: x=0.168 y=0.091
L: x=0.492 y=1.482 | R: x=0.492 y=1.366 | RAW: x=0.492 y=1.424 | NORM: x=0.282 y=1.000
L: x=0.520 y=0.605 | R: x=0.420 y=0.581 | RAW: x=0.470 y=0.593 | NORM: x=0.201 y=0.664
L: x=0.503 y=0.582 | R: x=0.430 y=0.559 | RAW: x=0.466 y=0.571 | NORM: x=0.185 y=0.580
L: x=0.587 y=0.665 | R: x=0.499 y=0.638 | RAW: x=0.543 y=0.652 | NORM: x=0.474 y=0.886
L: x=0.522 y=0.612 | R: x=0.403 y=0.586 | RAW: x=0.463 y=0.599 | NORM: x=0.173 y=0.688
L: x=0.503 y=0.508 | R: x=0.438 y=0.495 | RAW: x=0.470 y=0.501 | NORM: x=0.201 y=0.318
L: x=0.590 y=0.531 | R: x=0.539 y=0.510 | RAW: x=0.564 y=0.521 | NORM: x=0.556 y=0.391
L: x=0.508 y=0.565 | R: x=0.420 y=0.543 | RAW: x=0.464 y=0.554 | NORM: x=0.176 y=0.517
L: x=0.503 y=0.539 | R: x=0.443 y=0.520 | RAW: x=0.473 y=0.529 | NORM: x=0.212 y=0.423
L: x=0.490 y=0.560 | R: x=0.426 y=0.547 | RAW: x=0.458 y=0.553 | NORM: x=0.154 y=0.515
L: x=0.542 y=0.541 | R: x=0.484 y=0.520 | RAW: x=0.513 y=0.531 | NORM: x=0.361 y=0.429
L: x=0.489 y=0.573 | R: x=0.424 y=0.543 | RAW: x=0.457 y=0.558 | NORM: x=0.150 y=0.531
L: x=0.510 y=0.629 | R: x=0.391 y=0.599 | RAW: x=0.450 y=0.614 | NORM: x=0.126 y=0.744
RAW: x=0.553 y=0.537 | GX=0.661 GY=0.610 | EMA: x=0.758 y=0.555 | SCR: 1557,587
RAW: x=0.630 y=0.573 | GX=0.932 GY=0.742 | EMA: x=0.865 y=0.638 | SCR: 1633,668
RAW: x=0.683 y=0.581 | GX=1.000 GY=0.784 | EMA: x=0.840 y=0.540 | SCR: 1566,568
RAW: x=0.518 y=0.528 | GX=0.553 GY=0.581 | EMA: x=0.503 y=0.609 | SCR: 1002,676
RAW: x=0.599 y=0.534 | GX=0.815 GY=0.606 | EMA: x=0.828 y=0.633 | SCR: 1566,686
RAW: x=0.667 y=0.498 | GX=1.000 GY=0.494 | EMA: x=0.912 y=0.588 | SCR: 1724,655
RAW: x=0.671 y=0.533 | GX=1.000 GY=0.613 | EMA: x=0.909 y=0.726 | SCR: 1723,785
RAW: x=0.480 y=0.605 | GX=0.438 GY=0.833 | EMA: x=0.438 y=0.833 | SCR: 840,899
RAW: x=-0.967 y=-0.358 | GX=0.000 GY=0.000 | EMA: x=0.000 y=0.000 | SCR: 0,0
RAW: x=0.049 y=-1.083 | GX=0.000 GY=0.000 | EMA: x=0.000 y=0.000 | SCR: 0,0
RAW: x=-0.148 y=0.192 | GX=0.000 GY=0.000 | EMA: x=0.000 y=0.002 | SCR: 0,2
RAW: x=-0.170 y=0.427 | GX=0.000 GY=0.172 | EMA: x=0.081 y=0.057 | SCR: 159,25
RAW: x=0.081 y=0.208 | GX=0.000 GY=0.000 | EMA: x=0.017 y=0.013 | SCR: 43,17
RAW: x=0.044 y=0.388 | GX=0.000 GY=0.000 | EMA: x=0.004 y=0.101 | SCR: 8,65
RAW: x=0.496 y=0.497 | GX=0.490 GY=0.492 | EMA: x=0.393 y=0.459 | SCR: 745,492
RAW: x=0.590 y=0.523 | GX=0.781 GY=0.571 | EMA: x=0.811 y=0.567 | SCR: 1571,612
RAW: x=0.549 y=0.561 | GX=0.649 GY=0.688 | EMA: x=0.461 y=0.769 | SCR: 819,849
RAW: x=0.568 y=0.507 | GX=0.706 GY=0.521 | EMA: x=0.652 y=0.659 | SCR: 1218,734
RAW: x=0.524 y=0.553 | GX=0.573 GY=0.658 | EMA: x=0.703 y=0.447 | SCR: 1334,498
RAW: x=0.636 y=0.477 | GX=0.946 GY=0.425 | EMA: x=0.728 y=0.413 | SCR: 1325,446
RAW: x=0.638 y=0.487 | GX=0.954 GY=0.457 | EMA: x=0.834 y=0.407 | SCR: 1544,433
RAW: x=0.598 y=0.646 | GX=0.837 GY=1.000 | EMA: x=0.807 y=0.514 | SCR: 1477,507
RAW: x=0.584 y=0.546 | GX=0.763 GY=0.645 | EMA: x=0.918 y=0.627 | SCR: 1760,662
RAW: x=0.641 y=0.537 | GX=0.969 GY=0.624 | EMA: x=0.793 y=0.527 | SCR: 1440,566
RAW: x=0.643 y=0.541 | GX=0.975 GY=0.637 | EMA: x=0.889 y=0.654 | SCR: 1664,706
RAW: x=0.677 y=0.517 | GX=1.000 GY=0.559 | EMA: x=0.919 y=0.614 | SCR: 1745,685
RAW: x=0.507 y=0.519 | GX=0.521 GY=0.554 | EMA: x=0.741 y=0.571 | SCR: 1484,621
RAW: x=0.647 y=0.552 | GX=0.995 GY=0.674 | EMA: x=0.838 y=0.632 | SCR: 1539,669
RAW: x=0.656 y=0.549 | GX=1.000 GY=0.666 | EMA: x=0.957 y=0.647 | SCR: 1814,696
RAW: x=0.508 y=0.497 | GX=0.521 GY=0.492 | EMA: x=0.819 y=0.586 | SCR: 1696,654
RAW: x=0.524 y=0.485 | GX=0.568 GY=0.456 | EMA: x=0.707 y=0.487 | SCR: 1400,534
RAW: x=0.621 y=0.560 | GX=0.897 GY=0.698 | EMA: x=0.819 y=0.583 | SCR: 1547,610
RAW: x=0.630 y=0.557 | GX=0.931 GY=0.688 | EMA: x=0.916 y=0.691 | SCR: 1748,738
RAW: x=0.663 y=0.547 | GX=1.000 GY=0.662 | EMA: x=0.977 y=0.666 | SCR: 1862,721
RAW: x=0.695 y=0.498 | GX=1.000 GY=0.492 | EMA: x=0.995 y=0.468 | SCR: 1907,513
RAW: x=0.527 y=0.511 | GX=0.577 GY=0.532 | EMA: x=0.870 y=0.478 | SCR: 1774,503
RAW: x=0.618 y=0.490 | GX=0.878 GY=0.467 | EMA: x=0.722 y=0.545 | SCR: 1360,591
RAW: x=0.523 y=0.503 | GX=0.565 GY=0.507 | EMA: x=0.766 y=0.440 | SCR: 1484,473
RAW: x=0.522 y=0.486 | GX=0.563 GY=0.461 | EMA: x=0.672 y=0.439 | SCR: 1330,471
RAW: x=0.616 y=0.553 | GX=0.878 GY=0.671 | EMA: x=0.751 y=0.628 | SCR: 1417,663
RAW: x=0.704 y=0.404 | GX=1.000 GY=0.154 | EMA: x=0.791 y=0.290 | SCR: 1436,308
RAW: x=0.635 y=0.553 | GX=0.948 GY=0.676 | EMA: x=0.925 y=0.765 | SCR: 1745,859
RAW: x=0.520 y=0.515 | GX=0.557 GY=0.544 | EMA: x=0.645 y=0.628 | SCR: 1340,705
RAW: x=0.565 y=0.590 | GX=0.707 GY=0.785 | EMA: x=0.561 y=0.703 | SCR: 1086,736
RAW: x=0.554 y=0.538 | GX=0.665 GY=0.614 | EMA: x=0.827 y=0.642 | SCR: 1575,700
RAW: x=0.697 y=0.511 | GX=1.000 GY=0.539 | EMA: x=0.847 y=0.542 | SCR: 1558,592
RAW: x=0.661 y=0.523 | GX=1.000 GY=0.578 | EMA: x=0.880 y=0.590 | SCR: 1632,641
RAW: x=0.702 y=0.520 | GX=1.000 GY=0.571 | EMA: x=0.848 y=0.580 | SCR: 1547,631
RAW: x=0.642 y=0.538 | GX=0.973 GY=0.625 | EMA: x=0.638 y=0.584 | SCR: 1218,623
RAW: x=0.627 y=0.598 | GX=0.928 GY=0.831 | EMA: x=0.901 y=0.675 | SCR: 1704,684
RAW: x=0.476 y=0.599 | GX=0.423 GY=0.811 | EMA: x=0.742 y=0.773 | SCR: 1538,821
RAW: x=0.652 y=0.511 | GX=1.000 GY=0.538 | EMA: x=0.683 y=0.637 | SCR: 1245,695
RAW: x=0.689 y=0.487 | GX=1.000 GY=0.456 | EMA: x=0.919 y=0.479 | SCR: 1722,532
RAW: x=0.602 y=0.537 | GX=0.823 GY=0.617 | EMA: x=0.721 y=0.566 | SCR: 1415,587
RAW: x=0.522 y=0.562 | GX=0.568 GY=0.688 | EMA: x=0.637 y=0.609 | SCR: 1261,645
RAW: x=0.534 y=0.533 | GX=0.599 GY=0.596 | EMA: x=0.769 y=0.589 | SCR: 1481,643
RAW: x=0.514 y=0.525 | GX=0.542 GY=0.571 | EMA: x=0.753 y=0.554 | SCR: 1527,591
RAW: x=0.633 y=0.600 | GX=0.950 GY=0.839 | EMA: x=0.889 y=0.560 | SCR: 1664,576
RAW: x=0.693 y=0.537 | GX=1.000 GY=0.631 | EMA: x=0.954 y=0.639 | SCR: 1811,695
RAW: x=0.543 y=0.533 | GX=0.628 GY=0.599 | EMA: x=0.915 y=0.624 | SCR: 1825,673
RAW: x=0.702 y=0.464 | GX=1.000 GY=0.373 | EMA: x=1.000 y=0.373 | SCR: 1919,402
RAW: x=0.696 y=0.420 | GX=1.000 GY=0.216 | EMA: x=1.000 y=0.208 | SCR: 1919,217
RAW: x=0.647 y=0.547 | GX=0.992 GY=0.658 | EMA: x=0.726 y=0.641 | SCR: 1306,679
RAW: x=0.510 y=0.490 | GX=0.528 GY=0.471 | EMA: x=0.691 y=0.562 | SCR: 1396,627
RAW: x=0.493 y=0.527 | GX=0.478 GY=0.578 | EMA: x=0.714 y=0.600 | SCR: 1470,641
RAW: x=0.519 y=0.541 | GX=0.556 GY=0.621 | EMA: x=0.584 y=0.606 | SCR: 1138,647
RAW: x=0.659 y=0.576 | GX=1.000 GY=0.759 | EMA: x=0.848 y=0.689 | SCR: 1541,721
RAW: x=0.702 y=0.542 | GX=1.000 GY=0.647 | EMA: x=0.812 y=0.629 | SCR: 1525,696
RAW: x=0.509 y=0.481 | GX=0.527 GY=0.446 | EMA: x=0.761 y=0.578 | SCR: 1582,657
RAW: x=0.697 y=0.512 | GX=1.000 GY=0.544 | EMA: x=0.869 y=0.550 | SCR: 1668,606
RAW: x=0.706 y=0.609 | GX=1.000 GY=0.898 | EMA: x=0.972 y=0.637 | SCR: 1846,655
RAW: x=0.679 y=0.622 | GX=1.000 GY=0.938 | EMA: x=0.990 y=0.880 | SCR: 1889,933
RAW: x=0.535 y=0.512 | GX=0.603 GY=0.535 | EMA: x=0.878 y=0.814 | SCR: 1788,933
RAW: x=0.538 y=0.558 | GX=0.616 GY=0.676 | EMA: x=0.883 y=0.829 | SCR: 1741,915
RAW: x=0.684 y=0.564 | GX=1.000 GY=0.726 | EMA: x=0.847 y=0.770 | SCR: 1556,836
RAW: x=0.668 y=0.555 | GX=1.000 GY=0.689 | EMA: x=0.821 y=0.716 | SCR: 1581,777
RAW: x=0.681 y=0.480 | GX=1.000 GY=0.430 | EMA: x=0.939 y=0.677 | SCR: 1784,736
RAW: x=0.659 y=0.540 | GX=1.000 GY=0.634 | EMA: x=0.980 y=0.641 | SCR: 1862,699
RAW: x=0.645 y=0.580 | GX=0.990 GY=0.771 | EMA: x=0.993 y=0.759 | SCR: 1902,817
RAW: x=0.507 y=0.521 | GX=0.519 GY=0.559 | EMA: x=0.890 y=0.640 | SCR: 1830,710
RAW: x=0.692 y=0.535 | GX=1.000 GY=0.623 | EMA: x=0.923 y=0.609 | SCR: 1715,662
RAW: x=0.711 y=0.534 | GX=1.000 GY=0.622 | EMA: x=0.983 y=0.614 | SCR: 1872,662
RAW: x=0.672 y=0.522 | GX=1.000 GY=0.575 | EMA: x=0.917 y=0.599 | SCR: 1706,656
RAW: x=0.654 y=0.532 | GX=1.000 GY=0.607 | EMA: x=0.978 y=0.601 | SCR: 1857,644
RAW: x=0.666 y=0.547 | GX=1.000 GY=0.660 | EMA: x=0.776 y=0.591 | SCR: 1443,618
RAW: x=0.646 y=0.550 | GX=0.990 GY=0.668 | EMA: x=0.947 y=0.636 | SCR: 1782,675
RAW: x=0.545 y=0.550 | GX=0.637 GY=0.650 | EMA: x=0.761 y=0.645 | SCR: 1544,701
RAW: x=0.608 y=0.570 | GX=0.850 GY=0.728 | EMA: x=0.828 y=0.679 | SCR: 1556,719
RAW: x=0.329 y=0.478 | GX=0.000 GY=0.423 | EMA: x=0.486 y=0.652 | SCR: 1159,741
RAW: x=0.640 y=0.541 | GX=0.966 GY=0.638 | EMA: x=0.845 y=0.620 | SCR: 1539,672
RAW: x=0.521 y=0.533 | GX=0.561 GY=0.596 | EMA: x=0.597 y=0.630 | SCR: 1266,713
RAW: x=0.606 y=0.632 | GX=0.862 GY=0.948 | EMA: x=0.690 y=0.697 | SCR: 1311,739
RAW: x=0.549 y=0.599 | GX=0.658 GY=0.814 | EMA: x=0.580 y=0.748 | SCR: 1084,815
RAW: x=0.560 y=0.571 | GX=0.688 GY=0.721 | EMA: x=0.641 y=0.720 | SCR: 1206,785
RAW: x=0.572 y=0.564 | GX=0.726 GY=0.701 | EMA: x=0.714 y=0.694 | SCR: 1348,759
RAW: x=0.593 y=0.554 | GX=0.797 GY=0.671 | EMA: x=0.779 y=0.614 | SCR: 1471,693
RAW: x=0.520 y=0.550 | GX=0.559 GY=0.649 | EMA: x=0.743 y=0.702 | SCR: 1497,765
RAW: x=0.558 y=0.601 | GX=0.685 GY=0.825 | EMA: x=0.618 y=0.712 | SCR: 1159,758
RAW: x=0.463 y=0.534 | GX=0.390 GY=0.601 | EMA: x=0.497 y=0.610 | SCR: 1018,679
RAW: x=0.519 y=0.527 | GX=0.555 GY=0.579 | EMA: x=0.545 y=0.590 | SCR: 1039,646
RAW: x=0.521 y=0.552 | GX=0.563 GY=0.656 | EMA: x=0.538 y=0.614 | SCR: 1012,654
RAW: x=0.490 y=0.539 | GX=0.470 GY=0.613 | EMA: x=0.510 y=0.614 | SCR: 1007,660
RAW: x=0.498 y=0.557 | GX=0.494 GY=0.670 | EMA: x=0.473 y=0.598 | SCR: 917,635
RAW: x=0.474 y=0.563 | GX=0.422 GY=0.692 | EMA: x=0.429 y=0.698 | SCR: 833,742
RAW: x=0.467 y=0.596 | GX=0.396 GY=0.803 | EMA: x=0.456 y=0.761 | SCR: 915,815
RAW: x=0.517 y=0.571 | GX=0.553 GY=0.717 | EMA: x=0.496 y=0.768 | SCR: 933,834
RAW: x=0.471 y=0.603 | GX=0.407 GY=0.828 | EMA: x=0.432 y=0.777 | SCR: 846,828
RAW: x=0.500 y=0.588 | GX=0.501 GY=0.772 | EMA: x=0.490 y=0.789 | SCR: 923,861
RAW: x=0.519 y=0.555 | GX=0.558 GY=0.664 | EMA: x=0.477 y=0.748 | SCR: 900,826
RAW: x=0.514 y=0.590 | GX=0.544 GY=0.782 | EMA: x=0.550 y=0.739 | SCR: 1038,786
RAW: x=0.491 y=0.469 | GX=0.474 GY=0.410 | EMA: x=0.619 y=0.664 | SCR: 1183,757
RAW: x=0.691 y=0.509 | GX=1.000 GY=0.532 | EMA: x=0.674 y=0.598 | SCR: 1228,645
RAW: x=0.610 y=0.440 | GX=0.856 GY=0.305 | EMA: x=0.747 y=0.463 | SCR: 1399,523
RAW: x=0.572 y=0.455 | GX=0.722 GY=0.360 | EMA: x=0.496 y=0.449 | SCR: 926,503
RAW: x=0.441 y=0.508 | GX=0.323 GY=0.524 | EMA: x=0.397 y=0.468 | SCR: 814,491
RAW: x=0.475 y=0.454 | GX=0.425 GY=0.362 | EMA: x=0.397 y=0.425 | SCR: 768,472
RAW: x=0.524 y=0.495 | GX=0.570 GY=0.486 | EMA: x=0.358 y=0.476 | SCR: 635,510
RAW: x=0.525 y=0.427 | GX=0.575 GY=0.275 | EMA: x=0.436 y=0.409 | SCR: 801,471
RAW: x=0.519 y=0.532 | GX=0.556 GY=0.593 | EMA: x=0.489 y=0.367 | SCR: 905,391
RAW: x=0.556 y=0.501 | GX=0.667 GY=0.503 | EMA: x=0.587 y=0.480 | SCR: 1091,518
RAW: x=0.512 y=0.604 | GX=0.539 GY=0.828 | EMA: x=0.656 y=0.743 | SCR: 1284,764
RAW: x=0.602 y=0.633 | GX=0.845 GY=0.952 | EMA: x=0.786 y=0.902 | SCR: 1482,953
RAW: x=0.622 y=0.530 | GX=0.895 GY=0.596 | EMA: x=0.789 y=0.709 | SCR: 1513,793
RAW: x=0.593 y=0.559 | GX=0.798 GY=0.689 | EMA: x=0.791 y=0.724 | SCR: 1531,784
RAW: x=0.573 y=0.484 | GX=0.724 GY=0.450 | EMA: x=0.770 y=0.636 | SCR: 1490,719
RAW: x=0.583 y=0.476 | GX=0.756 GY=0.424 | EMA: x=0.727 y=0.534 | SCR: 1395,588
RAW: x=0.582 y=0.492 | GX=0.751 GY=0.474 | EMA: x=0.775 y=0.563 | SCR: 1478,617
RAW: x=0.591 y=0.485 | GX=0.783 GY=0.453 | EMA: x=0.751 y=0.493 | SCR: 1436,547
RAW: x=0.620 y=0.520 | GX=0.888 GY=0.566 | EMA: x=0.811 y=0.520 | SCR: 1520,546
RAW: x=0.594 y=0.494 | GX=0.793 GY=0.480 | EMA: x=0.807 y=0.478 | SCR: 1571,526
RAW: x=0.581 y=0.453 | GX=0.754 GY=0.355 | EMA: x=0.752 y=0.388 | SCR: 1454,434
RAW: x=0.554 y=0.450 | GX=0.666 GY=0.347 | EMA: x=0.729 y=0.404 | SCR: 1432,447
RAW: x=0.392 y=0.534 | GX=0.153 GY=0.610 | EMA: x=0.454 y=0.490 | SCR: 1029,495
RAW: x=0.538 y=0.456 | GX=0.613 GY=0.367 | EMA: x=0.602 y=0.415 | SCR: 1123,463
RAW: x=0.541 y=0.443 | GX=0.624 GY=0.327 | EMA: x=0.515 y=0.399 | SCR: 980,446
RAW: x=0.536 y=0.558 | GX=0.609 GY=0.677 | EMA: x=0.582 y=0.647 | SCR: 1106,702
RAW: x=0.539 y=0.558 | GX=0.618 GY=0.675 | EMA: x=0.566 y=0.670 | SCR: 1055,719
RAW: x=0.537 y=0.533 | GX=0.610 GY=0.597 | EMA: x=0.617 y=0.643 | SCR: 1175,705
RAW: x=0.563 y=0.496 | GX=0.690 GY=0.488 | EMA: x=0.684 y=0.566 | SCR: 1285,638
RAW: x=0.461 y=0.542 | GX=0.383 GY=0.627 | EMA: x=0.570 y=0.532 | SCR: 1163,564
RAW: x=0.526 y=0.581 | GX=0.581 GY=0.752 | EMA: x=0.493 y=0.699 | SCR: 925,740
RAW: x=0.538 y=0.585 | GX=0.618 GY=0.766 | EMA: x=0.567 y=0.771 | SCR: 1080,826
RAW: x=0.518 y=0.595 | GX=0.556 GY=0.799 | EMA: x=0.560 y=0.805 | SCR: 1093,867
RAW: x=0.545 y=0.622 | GX=0.647 GY=0.897 | EMA: x=0.592 y=0.822 | SCR: 1116,873
RAW: x=0.503 y=0.508 | GX=0.508 GY=0.522 | EMA: x=0.589 y=0.730 | SCR: 1165,841
RAW: x=0.547 y=0.562 | GX=0.644 GY=0.691 | EMA: x=0.594 y=0.670 | SCR: 1117,726
RAW: x=0.509 y=0.574 | GX=0.529 GY=0.726 | EMA: x=0.582 y=0.713 | SCR: 1144,761
RAW: x=0.317 y=0.439 | GX=0.000 GY=0.287 | EMA: x=0.439 y=0.675 | SCR: 993,782
RAW: x=0.497 y=0.458 | GX=0.493 GY=0.377 | EMA: x=0.426 y=0.451 | SCR: 834,516
RAW: x=0.410 y=0.447 | GX=0.215 GY=0.331 | EMA: x=0.406 y=0.435 | SCR: 845,485
RAW: x=0.515 y=0.454 | GX=0.544 GY=0.365 | EMA: x=0.422 y=0.398 | SCR: 801,440
RAW: x=0.621 y=0.551 | GX=0.896 GY=0.665 | EMA: x=0.635 y=0.559 | SCR: 1122,567
RAW: x=0.561 y=0.627 | GX=0.701 GY=0.918 | EMA: x=0.704 y=0.811 | SCR: 1364,828
RAW: x=0.448 y=0.449 | GX=0.341 GY=0.345 | EMA: x=0.645 y=0.707 | SCR: 1328,830
RAW: x=0.552 y=0.507 | GX=0.653 GY=0.521 | EMA: x=0.678 y=0.574 | SCR: 1290,636
RAW: x=0.560 y=0.491 | GX=0.680 GY=0.472 | EMA: x=0.568 y=0.531 | SCR: 1131,596
RAW: x=0.548 y=0.500 | GX=0.643 GY=0.499 | EMA: x=0.652 y=0.497 | SCR: 1248,544
RAW: x=0.556 y=0.530 | GX=0.669 GY=0.589 | EMA: x=0.719 y=0.730 | SCR: 1373,776
RAW: x=0.577 y=0.613 | GX=0.754 GY=0.871 | EMA: x=0.687 y=0.696 | SCR: 1290,718
RAW: x=0.565 y=0.615 | GX=0.713 GY=0.875 | EMA: x=0.714 y=0.843 | SCR: 1361,890
RAW: x=0.507 y=0.631 | GX=0.524 GY=0.929 | EMA: x=0.551 y=0.873 | SCR: 1092,932
RAW: x=0.585 y=0.577 | GX=0.774 GY=0.748 | EMA: x=0.575 y=0.494 | SCR: 1022,480
RAW: x=0.619 y=0.471 | GX=0.884 GY=0.408 | EMA: x=0.775 y=0.497 | SCR: 1419,562
RAW: x=0.666 y=0.515 | GX=1.000 GY=0.550 | EMA: x=0.795 y=0.560 | SCR: 1428,605
RAW: x=0.685 y=0.508 | GX=1.000 GY=0.526 | EMA: x=0.940 y=0.526 | SCR: 1767,575
RAW: x=0.705 y=0.503 | GX=1.000 GY=0.511 | EMA: x=0.987 y=0.525 | SCR: 1883,570
RAW: x=0.540 y=0.529 | GX=0.619 GY=0.587 | EMA: x=0.729 y=0.515 | SCR: 1477,553
RAW: x=0.673 y=0.527 | GX=1.000 GY=0.594 | EMA: x=0.889 y=0.553 | SCR: 1643,591
RAW: x=0.513 y=0.563 | GX=0.538 GY=0.691 | EMA: x=0.670 y=0.660 | SCR: 1352,696
RAW: x=0.526 y=0.551 | GX=0.579 GY=0.652 | EMA: x=0.723 y=0.631 | SCR: 1396,698
RAW: x=0.535 y=0.507 | GX=0.602 GY=0.521 | EMA: x=0.742 y=0.621 | SCR: 1474,683
RAW: x=0.542 y=0.550 | GX=0.628 GY=0.652 | EMA: x=0.738 y=0.635 | SCR: 1479,673
RAW: x=0.643 y=0.530 | GX=0.973 GY=0.600 | EMA: x=0.804 y=0.638 | SCR: 1482,694
RAW: x=0.640 y=0.539 | GX=0.966 GY=0.628 | EMA: x=0.925 y=0.613 | SCR: 1753,664
RAW: x=0.533 y=0.601 | GX=0.605 GY=0.819 | EMA: x=0.713 y=0.738 | SCR: 1434,771
RAW: x=0.647 y=0.528 | GX=0.991 GY=0.594 | EMA: x=0.921 y=0.660 | SCR: 1717,733
RAW: x=0.543 y=0.546 | GX=0.631 GY=0.639 | EMA: x=0.899 y=0.754 | SCR: 1762,804
RAW: x=0.501 y=0.553 | GX=0.503 GY=0.657 | EMA: x=0.610 y=0.708 | SCR: 1225,778
RAW: x=0.539 y=0.591 | GX=0.623 GY=0.786 | EMA: x=0.565 y=0.727 | SCR: 1094,778
RAW: x=0.533 y=0.584 | GX=0.601 GY=0.760 | EMA: x=0.584 y=0.728 | SCR: 1106,766
RAW: x=0.652 y=0.437 | GX=1.000 GY=0.286 | EMA: x=0.744 y=0.535 | SCR: 1314,626
RAW: x=0.492 y=0.480 | GX=0.476 GY=0.443 | EMA: x=0.514 y=0.606 | SCR: 980,692
RAW: x=0.507 y=0.466 | GX=0.519 GY=0.400 | EMA: x=0.519 y=0.471 | SCR: 990,534
RAW: x=0.496 y=0.647 | GX=0.488 GY=0.988 | EMA: x=0.519 y=0.502 | SCR: 1000,498
RAW: x=0.436 y=0.469 | GX=0.307 GY=0.407 | EMA: x=0.451 y=0.614 | SCR: 941,690
RAW: x=0.570 y=0.513 | GX=0.713 GY=0.541 | EMA: x=0.531 y=0.546 | SCR: 942,590
